Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:02:57,72,,,,,,,,,
,00:02:58,72,,,,,,,,,
,00:02:59,72,,,,,,,,,
,00:03:00,72,,,,,,,,,
,00:03:01,72,,,,,,,,,
,00:03:02,72,,,,,,,,,
,00:03:03,73,,,,,,,,,
,00:03:04,72,,,,,,,,,
,00:03:05,71,,,,,,,,,
,00:03:06,71,,,,,,,,,
,00:03:07,70,,,,,,,,,
,00:03:08,70,,,,,,,,,
,00:03:09,70,,,,,,,,,
,00:03:10,70,,,,,,,,,
,00:03:11,70,,,,,,,,,
,00:03:12,70,,,,,,,,,
,00:03:13,70,,,,,,,,,
,00:03:14,70,,,,,,,,,
,00:03:15,70,,,,,,,,,
,00:03:16,69,,,,,,,,,
,00:03:17,69,,,,,,,,,
,00:03:18,69,,,,,,,,,
,00:03:19,69,,,,,,,,,
,00:03:20,68,,,,,,,,,
,00:03:21,68,,,,,,,,,
,00:03:22,68,,,,,,,,,
,00:03:23,68,,,,,,,,,
,00:03:24,68,,,,,,,,,
,00:03:25,68,,,,,,,,,
,00:03:26,67,,,,,,,,,
,00:03:27,67,,,,,,,,,
,00:03:28,68,,,,,,,,,
,00:03:29,67,,,,,,,,,
,00:03:30,67,,,,,,,,,
,00:03:31,67,,,,,,,,,
,00:03:32,67,,,,,,,,,
,00:03:33,67,,,,,,,,,
,00:03:34,67,,,,,,,,,
,00:03:35,67,,,,,,,,,
,00:03:36,67,,,,,,,,,
,00:03:37,67,,,,,,,,,
,00:03:38,67,,,,,,,,,
,00:03:39,67,,,,,,,,,
,00:03:40,67,,,,,,,,,
,00:03:41,66,,,,,,,,,
,00:03:42,66,,,,,,,,,
,00:03:43,66,,,,,,,,,
,00:03:44,67,,,,,,,,,
,00:03:45,67,,,,,,,,,
,00:03:46,67,,,,,,,,,
,00:03:47,67,,,,,,,,,
,00:03:48,67,,,,,,,,,
,00:03:49,66,,,,,,,,,
,00:03:50,66,,,,,,,,,
,00:03:51,66,,,,,,,,,
,00:03:52,66,,,,,,,,,
,00:03:53,66,,,,,,,,,
,00:03:54,66,,,,,,,,,
,00:03:55,67,,,,,,,,,
,00:03:56,66,,,,,,,,,
,00:03:57,66,,,,,,,,,
,00:03:58,66,,,,,,,,,
,00:03:59,66,,,,,,,,,
,00:04:00,66,,,,,,,,,
,00:04:01,65,,,,,,,,,
,00:04:02,66,,,,,,,,,
,00:04:03,66,,,,,,,,,
,00:04:04,66,,,,,,,,,
,00:04:05,66,,,,,,,,,
,00:04:06,67,,,,,,,,,
,00:04:07,67,,,,,,,,,
,00:04:08,67,,,,,,,,,
,00:04:09,67,,,,,,,,,
,00:04:10,67,,,,,,,,,
,00:04:11,67,,,,,,,,,
,00:04:12,67,,,,,,,,,
,00:04:13,67,,,,,,,,,
,00:04:14,67,,,,,,,,,
,00:04:15,66,,,,,,,,,
,00:04:16,66,,,,,,,,,
,00:04:17,66,,,,,,,,,
,00:04:18,66,,,,,,,,,
,00:04:19,66,,,,,,,,,
,00:04:20,66,,,,,,,,,
,00:04:21,66,,,,,,,,,
,00:04:22,67,,,,,,,,,
,00:04:23,67,,,,,,,,,
,00:04:24,67,,,,,,,,,
,00:04:25,67,,,,,,,,,
,00:04:26,68,,,,,,,,,
,00:04:27,68,,,,,,,,,
,00:04:28,67,,,,,,,,,
,00:04:29,67,,,,,,,,,
,00:04:30,67,,,,,,,,,
,00:04:31,67,,,,,,,,,
,00:04:32,67,,,,,,,,,
,00:04:33,67,,,,,,,,,
,00:04:34,67,,,,,,,,,
,00:04:35,67,,,,,,,,,
,00:04:36,67,,,,,,,,,
,00:04:37,67,,,,,,,,,
,00:04:38,67,,,,,,,,,
,00:04:39,67,,,,,,,,,
,00:04:40,67,,,,,,,,,
,00:04:41,67,,,,,,,,,
,00:04:42,67,,,,,,,,,
,00:04:43,67,,,,,,,,,
,00:04:44,67,,,,,,,,,
,00:04:45,67,,,,,,,,,
,00:04:46,67,,,,,,,,,
,00:04:47,67,,,,,,,,,
,00:04:48,67,,,,,,,,,
,00:04:49,67,,,,,,,,,
,00:04:50,67,,,,,,,,,
,00:04:51,67,,,,,,,,,
,00:04:52,67,,,,,,,,,
,00:04:53,67,,,,,,,,,
,00:04:54,67,,,,,,,,,
,00:04:55,68,,,,,,,,,
,00:04:56,68,,,,,,,,,
,00:04:57,68,,,,,,,,,
,00:04:58,68,,,,,,,,,
,00:04:59,68,,,,,,,,,
,00:05:00,69,,,,,,,,,
,00:05:01,69,,,,,,,,,
,00:05:02,68,,,,,,,,,
,00:05:03,69,,,,,,,,,
,00:05:04,69,,,,,,,,,
,00:05:05,69,,,,,,,,,
,00:05:06,69,,,,,,,,,
,00:05:07,69,,,,,,,,,
,00:05:08,69,,,,,,,,,
,00:05:09,69,,,,,,,,,
,00:05:10,68,,,,,,,,,
,00:05:11,67,,,,,,,,,
,00:05:12,67,,,,,,,,,
,00:05:13,67,,,,,,,,,
,00:05:14,67,,,,,,,,,
,00:05:15,67,,,,,,,,,
,00:05:16,67,,,,,,,,,
,00:05:17,67,,,,,,,,,
,00:05:18,67,,,,,,,,,
,00:05:19,67,,,,,,,,,
,00:05:20,67,,,,,,,,,
,00:05:21,67,,,,,,,,,
,00:05:22,67,,,,,,,,,
,00:05:23,67,,,,,,,,,
,00:05:24,67,,,,,,,,,
,00:05:25,67,,,,,,,,,
,00:05:26,66,,,,,,,,,
,00:05:27,67,,,,,,,,,
,00:05:28,66,,,,,,,,,
,00:05:29,66,,,,,,,,,
,00:05:30,67,,,,,,,,,
,00:05:31,67,,,,,,,,,
,00:05:32,66,,,,,,,,,
,00:05:33,67,,,,,,,,,
,00:05:34,67,,,,,,,,,
,00:05:35,68,,,,,,,,,
,00:05:36,69,,,,,,,,,
,00:05:37,69,,,,,,,,,
,00:05:38,70,,,,,,,,,
,00:05:39,70,,,,,,,,,
,00:05:40,70,,,,,,,,,
,00:05:41,70,,,,,,,,,
,00:05:42,70,,,,,,,,,
,00:05:43,71,,,,,,,,,
,00:05:44,72,,,,,,,,,
,00:05:45,72,,,,,,,,,
,00:05:46,73,,,,,,,,,
,00:05:47,73,,,,,,,,,
,00:05:48,74,,,,,,,,,
,00:05:49,74,,,,,,,,,
,00:05:50,73,,,,,,,,,
,00:05:51,73,,,,,,,,,
,00:05:52,73,,,,,,,,,
,00:05:53,73,,,,,,,,,
,00:05:54,73,,,,,,,,,
,00:05:55,73,,,,,,,,,
,00:05:56,73,,,,,,,,,
,00:05:57,73,,,,,,,,,
,00:05:58,73,,,,,,,,,
,00:05:59,73,,,,,,,,,
,00:06:00,73,,,,,,,,,
,00:06:01,73,,,,,,,,,
,00:06:02,73,,,,,,,,,
,00:06:03,73,,,,,,,,,
,00:06:04,74,,,,,,,,,
,00:06:05,74,,,,,,,,,
,00:06:06,74,,,,,,,,,
,00:06:07,74,,,,,,,,,
,00:06:08,74,,,,,,,,,
,00:06:09,74,,,,,,,,,
,00:06:10,74,,,,,,,,,
,00:06:11,74,,,,,,,,,
,00:06:12,74,,,,,,,,,
,00:06:13,74,,,,,,,,,
,00:06:14,74,,,,,,,,,
,00:06:15,74,,,,,,,,,
,00:06:16,74,,,,,,,,,
,00:06:17,74,,,,,,,,,
,00:06:18,73,,,,,,,,,
,00:06:19,73,,,,,,,,,
,00:06:20,73,,,,,,,,,
,00:06:21,73,,,,,,,,,
,00:06:22,73,,,,,,,,,
,00:06:23,73,,,,,,,,,
,00:06:24,73,,,,,,,,,
,00:06:25,72,,,,,,,,,
,00:06:26,72,,,,,,,,,
,00:06:27,71,,,,,,,,,
,00:06:28,71,,,,,,,,,
,00:06:29,71,,,,,,,,,
,00:06:30,71,,,,,,,,,
,00:06:31,71,,,,,,,,,
,00:06:32,71,,,,,,,,,
,00:06:33,70,,,,,,,,,
,00:06:34,70,,,,,,,,,
,00:06:35,70,,,,,,,,,
,00:06:36,69,,,,,,,,,
,00:06:37,70,,,,,,,,,
,00:06:38,69,,,,,,,,,
,00:06:39,69,,,,,,,,,
,00:06:40,69,,,,,,,,,
,00:06:41,69,,,,,,,,,
,00:06:42,69,,,,,,,,,
,00:06:43,69,,,,,,,,,
,00:06:44,69,,,,,,,,,
,00:06:45,69,,,,,,,,,
,00:06:46,69,,,,,,,,,
,00:06:47,69,,,,,,,,,
,00:06:48,69,,,,,,,,,
,00:06:49,69,,,,,,,,,
,00:06:50,68,,,,,,,,,
,00:06:51,68,,,,,,,,,
,00:06:52,68,,,,,,,,,
,00:06:53,68,,,,,,,,,
,00:06:54,68,,,,,,,,,
,00:06:55,68,,,,,,,,,
,00:06:56,68,,,,,,,,,
,00:06:57,68,,,,,,,,,
,00:06:58,68,,,,,,,,,
,00:06:59,68,,,,,,,,,
,00:07:00,68,,,,,,,,,
,00:07:01,68,,,,,,,,,
,00:07:02,67,,,,,,,,,
,00:07:03,67,,,,,,,,,
,00:07:04,68,,,,,,,,,
,00:07:05,67,,,,,,,,,
,00:07:06,67,,,,,,,,,
,00:07:07,67,,,,,,,,,
,00:07:08,67,,,,,,,,,
,00:07:09,67,,,,,,,,,
,00:07:10,67,,,,,,,,,
,00:07:11,67,,,,,,,,,
,00:07:12,67,,,,,,,,,
,00:07:13,67,,,,,,,,,
,00:07:14,67,,,,,,,,,
,00:07:15,67,,,,,,,,,
,00:07:16,67,,,,,,,,,
,00:07:17,67,,,,,,,,,
,00:07:18,67,,,,,,,,,
,00:07:19,67,,,,,,,,,
,00:07:20,67,,,,,,,,,
,00:07:21,67,,,,,,,,,
,00:07:22,67,,,,,,,,,
,00:07:23,67,,,,,,,,,
,00:07:24,67,,,,,,,,,
,00:07:25,67,,,,,,,,,
,00:07:26,67,,,,,,,,,
,00:07:27,67,,,,,,,,,
,00:07:28,68,,,,,,,,,
,00:07:29,67,,,,,,,,,
,00:07:30,67,,,,,,,,,
,00:07:31,67,,,,,,,,,
,00:07:32,67,,,,,,,,,
,00:07:33,67,,,,,,,,,
,00:07:34,67,,,,,,,,,
,00:07:35,67,,,,,,,,,
,00:07:36,67,,,,,,,,,
,00:07:37,67,,,,,,,,,
,00:07:38,67,,,,,,,,,
,00:07:39,67,,,,,,,,,
,00:07:40,67,,,,,,,,,
,00:07:41,67,,,,,,,,,
,00:07:42,67,,,,,,,,,
,00:07:43,67,,,,,,,,,
,00:07:44,67,,,,,,,,,
,00:07:45,67,,,,,,,,,
,00:07:46,67,,,,,,,,,
,00:07:47,67,,,,,,,,,
,00:07:48,67,,,,,,,,,
,00:07:49,67,,,,,,,,,
,00:07:50,67,,,,,,,,,
,00:07:51,67,,,,,,,,,
,00:07:52,67,,,,,,,,,
,00:07:53,67,,,,,,,,,
,00:07:54,67,,,,,,,,,
,00:07:55,67,,,,,,,,,
,00:07:56,67,,,,,,,,,
,00:07:57,67,,,,,,,,,
,00:07:58,66,,,,,,,,,
,00:07:59,66,,,,,,,,,
,00:08:00,67,,,,,,,,,
,00:08:01,66,,,,,,,,,
,00:08:02,67,,,,,,,,,
,00:08:03,67,,,,,,,,,
,00:08:04,68,,,,,,,,,
,00:08:05,69,,,,,,,,,
,00:08:06,69,,,,,,,,,
,00:08:07,69,,,,,,,,,
,00:08:08,69,,,,,,,,,
,00:08:09,69,,,,,,,,,
,00:08:10,69,,,,,,,,,
,00:08:11,69,,,,,,,,,
,00:08:12,69,,,,,,,,,
,00:08:13,69,,,,,,,,,
,00:08:14,69,,,,,,,,,
,00:08:15,69,,,,,,,,,
,00:08:16,69,,,,,,,,,
,00:08:17,69,,,,,,,,,
,00:08:18,69,,,,,,,,,
,00:08:19,69,,,,,,,,,
,00:08:20,69,,,,,,,,,
,00:08:21,69,,,,,,,,,
,00:08:22,69,,,,,,,,,
,00:08:23,69,,,,,,,,,
,00:08:24,69,,,,,,,,,
,00:08:25,69,,,,,,,,,
,00:08:26,69,,,,,,,,,
,00:08:27,69,,,,,,,,,
,00:08:28,69,,,,,,,,,
,00:08:29,69,,,,,,,,,
,00:08:30,69,,,,,,,,,
,00:08:31,69,,,,,,,,,
,00:08:32,69,,,,,,,,,
,00:08:33,68,,,,,,,,,
,00:08:34,68,,,,,,,,,
,00:08:35,68,,,,,,,,,
,00:08:36,68,,,,,,,,,
,00:08:37,68,,,,,,,,,
,00:08:38,68,,,,,,,,,
,00:08:39,68,,,,,,,,,
,00:08:40,68,,,,,,,,,
,00:08:41,68,,,,,,,,,
,00:08:42,68,,,,,,,,,
,00:08:43,68,,,,,,,,,
,00:08:44,68,,,,,,,,,
,00:08:45,68,,,,,,,,,
,00:08:46,68,,,,,,,,,
,00:08:47,68,,,,,,,,,
,00:08:48,68,,,,,,,,,
,00:08:49,68,,,,,,,,,
,00:08:50,68,,,,,,,,,
,00:08:51,68,,,,,,,,,
,00:08:52,68,,,,,,,,,
,00:08:53,68,,,,,,,,,
,00:08:54,68,,,,,,,,,
,00:08:55,68,,,,,,,,,
,00:08:56,68,,,,,,,,,
,00:08:57,68,,,,,,,,,
,00:08:58,68,,,,,,,,,
,00:08:59,68,,,,,,,,,
,00:09:00,68,,,,,,,,,
,00:09:01,68,,,,,,,,,
,00:09:02,68,,,,,,,,,
,00:09:03,68,,,,,,,,,
,00:09:04,68,,,,,,,,,
,00:09:05,68,,,,,,,,,
,00:09:06,68,,,,,,,,,
,00:09:07,69,,,,,,,,,
,00:09:08,68,,,,,,,,,
,00:09:09,68,,,,,,,,,
,00:09:10,68,,,,,,,,,
,00:09:11,68,,,,,,,,,
,00:09:12,68,,,,,,,,,
,00:09:13,68,,,,,,,,,
,00:09:14,68,,,,,,,,,
,00:09:15,68,,,,,,,,,
,00:09:16,68,,,,,,,,,
,00:09:17,68,,,,,,,,,
,00:09:18,68,,,,,,,,,
,00:09:19,68,,,,,,,,,
,00:09:20,68,,,,,,,,,
,00:09:21,68,,,,,,,,,
,00:09:22,68,,,,,,,,,
,00:09:23,68,,,,,,,,,
,00:09:24,68,,,,,,,,,
,00:09:25,68,,,,,,,,,
,00:09:26,68,,,,,,,,,
,00:09:27,68,,,,,,,,,
,00:09:28,68,,,,,,,,,
,00:09:29,68,,,,,,,,,
,00:09:30,68,,,,,,,,,
,00:09:31,68,,,,,,,,,
,00:09:32,68,,,,,,,,,
,00:09:33,68,,,,,,,,,
,00:09:34,68,,,,,,,,,
,00:09:35,68,,,,,,,,,
,00:09:36,68,,,,,,,,,
,00:09:37,68,,,,,,,,,
,00:09:38,68,,,,,,,,,
,00:09:39,68,,,,,,,,,
,00:09:40,68,,,,,,,,,
,00:09:41,68,,,,,,,,,
,00:09:42,68,,,,,,,,,
,00:09:43,68,,,,,,,,,
,00:09:44,68,,,,,,,,,
,00:09:45,68,,,,,,,,,
,00:09:46,68,,,,,,,,,
,00:09:47,68,,,,,,,,,
,00:09:48,68,,,,,,,,,
,00:09:49,69,,,,,,,,,
,00:09:50,68,,,,,,,,,
,00:09:51,68,,,,,,,,,
,00:09:52,69,,,,,,,,,
,00:09:53,69,,,,,,,,,
,00:09:54,69,,,,,,,,,
,00:09:55,69,,,,,,,,,
,00:09:56,69,,,,,,,,,
,00:09:57,70,,,,,,,,,
,00:09:58,69,,,,,,,,,
,00:09:59,69,,,,,,,,,
,00:10:00,69,,,,,,,,,
,00:10:01,69,,,,,,,,,
,00:10:02,69,,,,,,,,,
,00:10:03,68,,,,,,,,,
,00:10:04,68,,,,,,,,,
,00:10:05,68,,,,,,,,,
,00:10:06,68,,,,,,,,,
,00:10:07,68,,,,,,,,,
,00:10:08,68,,,,,,,,,
,00:10:09,68,,,,,,,,,
,00:10:10,69,,,,,,,,,
,00:10:11,69,,,,,,,,,
,00:10:12,69,,,,,,,,,
,00:10:13,69,,,,,,,,,
,00:10:14,69,,,,,,,,,
,00:10:15,70,,,,,,,,,
,00:10:16,70,,,,,,,,,
,00:10:17,70,,,,,,,,,
,00:10:18,70,,,,,,,,,
,00:10:19,71,,,,,,,,,
,00:10:20,72,,,,,,,,,
,00:10:21,72,,,,,,,,,
,00:10:22,73,,,,,,,,,
,00:10:23,74,,,,,,,,,
,00:10:24,74,,,,,,,,,
,00:10:25,74,,,,,,,,,
,00:10:26,74,,,,,,,,,
,00:10:27,74,,,,,,,,,
,00:10:28,74,,,,,,,,,
,00:10:29,74,,,,,,,,,
,00:10:30,73,,,,,,,,,
,00:10:31,73,,,,,,,,,
,00:10:32,73,,,,,,,,,
,00:10:33,73,,,,,,,,,
,00:10:34,72,,,,,,,,,
,00:10:35,72,,,,,,,,,
,00:10:36,72,,,,,,,,,
,00:10:37,72,,,,,,,,,
,00:10:38,73,,,,,,,,,
,00:10:39,73,,,,,,,,,
,00:10:40,73,,,,,,,,,
,00:10:41,73,,,,,,,,,
,00:10:42,73,,,,,,,,,
,00:10:43,74,,,,,,,,,
,00:10:44,74,,,,,,,,,
,00:10:45,75,,,,,,,,,
,00:10:46,76,,,,,,,,,
,00:10:47,77,,,,,,,,,
,00:10:48,78,,,,,,,,,
,00:10:49,78,,,,,,,,,
,00:10:50,80,,,,,,,,,
,00:10:51,81,,,,,,,,,
,00:10:52,83,,,,,,,,,
,00:10:53,84,,,,,,,,,
,00:10:54,85,,,,,,,,,
,00:10:55,86,,,,,,,,,
,00:10:56,87,,,,,,,,,
,00:10:57,87,,,,,,,,,
,00:10:58,88,,,,,,,,,
,00:10:59,88,,,,,,,,,
,00:11:00,88,,,,,,,,,
,00:11:01,86,,,,,,,,,
,00:11:02,85,,,,,,,,,
,00:11:03,84,,,,,,,,,
,00:11:04,84,,,,,,,,,
,00:11:05,84,,,,,,,,,
,00:11:06,83,,,,,,,,,
,00:11:07,82,,,,,,,,,
,00:11:08,81,,,,,,,,,
,00:11:09,80,,,,,,,,,
,00:11:10,79,,,,,,,,,
,00:11:11,79,,,,,,,,,
,00:11:12,79,,,,,,,,,
,00:11:13,78,,,,,,,,,
,00:11:14,77,,,,,,,,,
,00:11:15,77,,,,,,,,,
,00:11:16,76,,,,,,,,,
,00:11:17,75,,,,,,,,,
,00:11:18,74,,,,,,,,,
,00:11:19,74,,,,,,,,,
,00:11:20,74,,,,,,,,,
,00:11:21,74,,,,,,,,,
,00:11:22,75,,,,,,,,,
,00:11:23,75,,,,,,,,,
,00:11:24,74,,,,,,,,,
,00:11:25,73,,,,,,,,,
,00:11:26,72,,,,,,,,,
,00:11:27,72,,,,,,,,,
,00:11:28,72,,,,,,,,,
,00:11:29,72,,,,,,,,,
,00:11:30,72,,,,,,,,,
,00:11:31,72,,,,,,,,,
,00:11:32,72,,,,,,,,,
,00:11:33,72,,,,,,,,,
,00:11:34,72,,,,,,,,,
,00:11:35,72,,,,,,,,,
,00:11:36,71,,,,,,,,,
,00:11:37,71,,,,,,,,,
,00:11:38,71,,,,,,,,,
,00:11:39,71,,,,,,,,,
,00:11:40,72,,,,,,,,,
,00:11:41,72,,,,,,,,,
,00:11:42,72,,,,,,,,,
,00:11:43,73,,,,,,,,,
,00:11:44,72,,,,,,,,,
,00:11:45,72,,,,,,,,,
,00:11:46,72,,,,,,,,,
,00:11:47,73,,,,,,,,,
,00:11:48,72,,,,,,,,,
,00:11:49,71,,,,,,,,,
,00:11:50,71,,,,,,,,,
,00:11:51,73,,,,,,,,,
,00:11:52,74,,,,,,,,,
,00:11:53,75,,,,,,,,,
,00:11:54,75,,,,,,,,,
,00:11:55,75,,,,,,,,,
,00:11:56,75,,,,,,,,,
,00:11:57,74,,,,,,,,,
,00:11:58,74,,,,,,,,,
,00:11:59,73,,,,,,,,,
,00:12:00,73,,,,,,,,,
,00:12:01,72,,,,,,,,,
,00:12:02,72,,,,,,,,,
,00:12:03,71,,,,,,,,,
,00:12:04,70,,,,,,,,,
,00:12:05,70,,,,,,,,,
,00:12:06,69,,,,,,,,,
,00:12:07,69,,,,,,,,,
,00:12:08,68,,,,,,,,,
,00:12:09,68,,,,,,,,,
,00:12:10,68,,,,,,,,,
,00:12:11,68,,,,,,,,,
,00:12:12,67,,,,,,,,,
,00:12:13,67,,,,,,,,,
,00:12:14,67,,,,,,,,,
,00:12:15,64,,,,,,,,,
,00:12:16,64,,,,,,,,,
,00:12:17,64,,,,,,,,,
,00:12:18,64,,,,,,,,,
,00:12:19,64,,,,,,,,,
,00:12:20,64,,,,,,,,,
,00:12:21,64,,,,,,,,,
,00:12:22,63,,,,,,,,,
,00:12:23,63,,,,,,,,,
,00:12:24,62,,,,,,,,,
,00:12:25,62,,,,,,,,,
,00:12:26,62,,,,,,,,,
,00:12:27,62,,,,,,,,,
,00:12:28,62,,,,,,,,,
,00:12:29,62,,,,,,,,,
,00:12:30,62,,,,,,,,,
,00:12:31,62,,,,,,,,,
,00:12:32,62,,,,,,,,,
,00:12:33,62,,,,,,,,,
,00:12:34,62,,,,,,,,,
,00:12:35,62,,,,,,,,,
,00:12:36,62,,,,,,,,,
,00:12:37,62,,,,,,,,,
,00:12:38,62,,,,,,,,,
,00:12:39,63,,,,,,,,,
,00:12:40,63,,,,,,,,,
,00:12:41,63,,,,,,,,,
,00:12:42,63,,,,,,,,,
,00:12:43,62,,,,,,,,,
,00:12:44,62,,,,,,,,,
,00:12:45,63,,,,,,,,,
,00:12:46,63,,,,,,,,,
,00:12:47,63,,,,,,,,,
,00:12:48,63,,,,,,,,,
,00:12:49,63,,,,,,,,,
